Problem_Name,Problem_Category,Ministry,Minister_Name,Days_To_Complete
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,8
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,13
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,8
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,5
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,6
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,4
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,12
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,10
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,6
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,4
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,5
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,10
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,4
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,12
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,11
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,9
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,11
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,13
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,9
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,6
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,11
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,10
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,7
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,13
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,11
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,7
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,5
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,7
Transport route complaint,transport,minister for transport,SR Rajakannappan,9
Transport route complaint,transport,minister for transport,SR Rajakannappan,11
Transport route complaint,transport,minister for transport,SR Rajakannappan,11
Transport route complaint,transport,minister for transport,SR Rajakannappan,7
Transport route complaint,transport,minister for transport,SR Rajakannappan,14
Transport route complaint,transport,minister for transport,SR Rajakannappan,9
Transport route complaint,transport,minister for transport,SR Rajakannappan,8
Transport route complaint,transport,minister for transport,SR Rajakannappan,7
Transport route complaint,transport,minister for transport,SR Rajakannappan,10
Transport route complaint,transport,minister for transport,SR Rajakannappan,10
Transport route complaint,transport,minister for transport,SR Rajakannappan,7
Transport route complaint,transport,minister for transport,SR Rajakannappan,5
Transport route complaint,transport,minister for transport,SR Rajakannappan,14
Transport route complaint,transport,minister for transport,SR Rajakannappan,14
Transport route complaint,transport,minister for transport,SR Rajakannappan,8
Transport route complaint,transport,minister for transport,SR Rajakannappan,6
Transport route complaint,transport,minister for transport,SR Rajakannappan,5
Transport route complaint,transport,minister for transport,SR Rajakannappan,10
Transport route complaint,transport,minister for transport,SR Rajakannappan,5
Transport route complaint,transport,minister for transport,SR Rajakannappan,13
Transport route complaint,transport,minister for transport,SR Rajakannappan,13
Transport route complaint,transport,minister for transport,SR Rajakannappan,13
Transport route complaint,transport,minister for transport,SR Rajakannappan,6
Transport route complaint,transport,minister for transport,SR Rajakannappan,5
Transport route complaint,transport,minister for transport,SR Rajakannappan,11
Transport route complaint,transport,minister for transport,SR Rajakannappan,5
Transport route complaint,transport,minister for transport,SR Rajakannappan,11
Transport route complaint,transport,minister for transport,SR Rajakannappan,6
Transport route complaint,transport,minister for transport,SR Rajakannappan,14
Transport route complaint,transport,minister for transport,SR Rajakannappan,8
Transport route complaint,transport,minister for transport,SR Rajakannappan,12
Transport route complaint,transport,minister for transport,SR Rajakannappan,9
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,25
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,27
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,29
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,31
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,25
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,29
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,25
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,29
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,27
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,32
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,23
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,26
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,28
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,25
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,31
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,30
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,26
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,23
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,26
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,30
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,32
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,25
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,26
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,30
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,25
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,32
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,23
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,32
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,23
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,23
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,26
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,24
Lack of bus stop facility,transport,minister for transport,SR Rajakannappan,26
Legal service delay,law,minister for law,S Raghupathy,21
Legal service delay,law,minister for law,S Raghupathy,22
Legal service delay,law,minister for law,S Raghupathy,25
